3,26,31,36,2,39
30,37,8,2,3,16
44,12,21,33,9,2
12,45,44,15,4,10
24,44,21,17,30,8
47,48,37,29,22,13
12,1,2,43,11,20
49,19,47,37,29,27
39,16,26,27,21,37
6,12,2,11,16,44
24,2,40,3,6,14
33,47,14,7,20,30
28,20,40,5,13,4
11,49,36,19,32,8
47,41,44,36,9,13
48,8,45,30,44,39
11,9,46,36,7,34
29,16,15,30,40,5
31,24,1,4,6,27
7,2,40,48,24,3
40,43,36,41,9,2
36,43,9,42,29,33
1,33,8,15,25,20
36,35,33,20,19,25
16,7,15,26,39,24
39,22,30,7,33,11
32,48,17,38,22,39
3,22,34,2,7,28
28,38,6,46,13,20
42,47,40,14,43,13
23,45,1,42,35,39
15,43,26,37,29,21
29,39,26,16,9,33
28,22,23,27,21,11
10,46,5,17,11,49
21,44,46,1,28,12
1,41,30,12,26,35
34,13,20,14,11,10
20,1,48,15,49,44
25,19,37,41,49,32
38,41,42,46,2,27
18,24,37,44,43,31
40,46,10,4,20,23
27,14,33,22,24,48
46,49,45,17,21,23
38,25,13,21,5,4
9,26,23,32,49,25
29,32,27,2,48,3
9,2,46,29,1,13
47,49,43,14,8,26
13,22,29,35,4,38
37,28,30,14,26,6
25,11,32,5,31,27
33,35,31,9,46,37
23,10,30,33,20,27
22,17,44,47,7,37
48,45,27,23,20,35
29,25,21,14,16,30
8,4,6,19,5,41
37,38,20,26,18,46
19,47,45,2,35,27
23,4,39,24,47,38
41,24,13,40,6,23
23,3,42,44,30,28
38,15,26,42,34,25
38,13,49,28,45,29
49,2,26,1,32,34
41,38,36,6,23,13
49,15,30,36,19,32
27,20,18,5,15,32
17,23,21,12,43,44
4,42,27,37,23,43
34,46,23,7,27,19
16,21,14,34,4,40
9,22,40,31,35,39
21,29,10,45,34,39
27,35,5,39,49,9
6,44,47,49,43,45
27,10,18,19,39,38
12,19,18,34,30,7
35,2,18,10,7,37
4,25,34,6,16,32
32,48,4,7,9,15
34,1,8,7,28,23
30,7,20,42,5,38
36,31,33,20,11,12
41,22,37,14,24,8
44,27,48,49,6,9
24,17,11,15,1,44
37,1,34,31,26,14
14,5,28,29,4,48
28,32,21,24,37,6
29,43,12,8,41,23
11,18,22,16,4,29
13,41,26,19,32,28
7,13,1,44,3,2
44,9,4,47,3,7
35,18,44,3,37,22
18,6,33,23,25,19
4,18,17,49,48,16
20,48,33,18,43,27
18,2,49,48,6,17
35,5,12,32,23,3
11,2,44,28,42,45
18,17,47,27,36,46
42,5,17,16,20,11
5,27,43,7,25,44
39,34,36,43,35,12
43,1,34,28,32,33
4,17,28,26,23,35
8,5,48,11,14,15
49,41,1,5,12,19
32,42,48,21,44,25
29,5,2,46,31,11
36,7,20,10,46,11
9,16,47,45,7,41
10,23,28,13,31,45
36,17,49,26,40,38
13,33,4,17,20,29
2,5,25,46,15,39
16,33,40,20,5,35
40,18,25,24,31,17
34,15,45,13,5,32
3,41,14,37,19,47
23,42,19,4,10,49
34,5,40,28,23,16
17,30,14,37,33,28
48,32,28,7,14,6
28,24,45,10,36,32
38,27,42,39,34,16
26,32,28,8,30,13
26,12,49,32,9,4
26,1,18,43,14,21
10,9,34,13,30,40
35,18,40,22,28,15
2,28,20,10,26,36
21,15,5,45,49,22
41,17,47,19,27,35
49,14,4,22,16,43
45,38,33,31,3,29
19,22,43,15,45,23
22,43,1,8,9,45
11,23,48,16,30,33
13,7,49,47,22,19
19,35,24,46,42,27
6,47,18,31,36,41
28,1,34,31,37,29
11,28,26,1,8,46
16,23,7,30,17,32
30,2,35,49,36,27
49,33,40,9,24,31
17,12,13,29,8,32
3,36,9,37,29,40
32,11,40,45,5,43
13,9,4,6,32,17
42,27,29,18,34,13
6,27,34,1,12,9
22,17,35,31,34,12
2,3,7,32,46,29
7,18,34,26,5,36
44,3,47,31,23,8
10,43,24,30,35,27
24,19,9,20,35,4
39,27,41,21,16,26
49,30,14,37,23,3
33,27,17,29,42,34
34,36,15,28,35,44
5,31,48,49,12,22
23,25,28,11,14,49
13,19,4,2,49,18
32,37,49,14,20,27
46,39,45,20,6,21
13,3,30,9,38,26
4,31,25,37,42,14
45,32,37,38,39,5
35,25,19,15,48,24
26,21,11,18,7,44
7,49,30,36,21,48
24,46,13,31,1,9
13,46,5,44,29,14
36,29,31,37,20,21
40,19,24,14,5,2
39,20,32,43,33,2
18,33,26,6,42,10
48,47,21,43,8,29
7,24,41,9,37,46
30,27,48,4,17,38
6,18,31,33,40,49
30,11,3,33,49,47
23,21,42,43,9,7
42,22,45,27,11,38
30,26,47,15,11,5
17,5,30,20,2,34
3,48,39,15,40,13
5,3,4,42,36,37
18,13,2,30,47,38
16,6,49,42,9,33
49,35,45,34,12,28
48,42,3,25,18,20
32,47,19,44,34,30
29,3,25,47,46,8
1,27,33,18,24,36
42,29,5,14,44,2
20,31,24,38,7,15
24,45,36,30,7,13
45,6,28,18,31,20
39,9,3,8,1,36
31,33,48,7,14,23
44,17,6,2,45,16
28,14,5,39,45,11
41,40,1,45,26,32
41,8,6,33,14,13
17,36,3,28,5,47
12,24,20,11,18,4
31,40,32,41,21,15
44,21,36,34,11,16
28,40,41,7,11,15
34,8,1,24,16,43
7,13,20,15,18,5
27,48,13,9,42,19
24,34,32,47,33,21
28,46,32,19,9,1
44,13,43,10,45,19
41,3,19,42,10,27
44,2,33,5,36,27
8,40,23,44,1,13
6,1,26,11,31,28
48,19,49,20,24,1
21,43,13,29,44,35
21,30,35,10,33,8
34,1,42,7,38,2
24,47,32,8,31,10
16,27,31,30,5,40
24,2,43,46,33,45
48,8,41,36,23,6
38,30,6,5,41,31
3,5,1,28,44,21
29,13,22,5,37,23
40,49,32,11,42,27
7,41,5,21,36,26
40,29,30,38,43,32
39,41,5,45,2,44
41,17,44,7,32,36
26,21,16,35,11,34
29,20,9,22,6,12
26,4,27,30,3,5
14,39,10,9,18,25
9,3,27,48,29,15
43,28,14,3,35,39
17,42,26,41,24,8
18,45,46,24,27,42
29,20,4,11,47,41
35,19,44,11,16,18
1,47,40,11,32,17
11,33,6,40,34,39
9,12,16,23,31,18
20,23,11,13,25,45
37,28,39,14,2,47
20,36,6,23,24,30
14,38,17,15,16,32
7,40,24,9,43,32
31,40,32,11,46,20
32,36,49,23,44,24
25,32,36,24,6,29
28,19,38,29,20,47
38,18,37,23,39,25
48,46,2,30,36,7
47,1,27,28,23,49
47,10,35,38,23,42
31,47,6,18,38,3
31,26,16,42,10,23
46,32,27,37,41,5
32,42,24,11,30,20
20,40,23,33,27,18
38,47,36,13,41,43
9,14,22,46,1,39
47,31,48,26,12,18
36,45,29,37,5,34
40,17,33,21,1,8
34,38,24,46,33,16
26,39,8,16,11,44
21,4,2,35,46,48
28,10,5,13,19,14
44,45,12,29,7,33
22,48,8,40,5,10
43,7,42,4,3,30
32,36,9,6,37,15
24,27,25,40,15,28
27,45,14,2,24,23
41,13,45,28,46,27
12,4,10,44,49,24
46,20,35,6,1,47
44,24,32,34,2,12
15,25,38,22,33,16
41,30,12,3,23,38
13,6,23,12,37,27
29,28,35,40,5,27
37,23,44,10,40,25
3,8,43,14,5,4
44,23,13,24,17,39
48,16,36,14,42,17
47,38,28,13,31,2
29,38,20,44,32,27
4,21,35,20,3,22
45,22,31,37,39,17
31,27,37,26,17,16
25,33,1,7,20,2
47,42,39,20,2,15
8,35,29,48,44,24
36,46,17,31,16,6
43,25,21,12,46,37
42,45,19,16,20,21
7,19,27,39,9,49
10,27,24,41,4,6
8,10,2,38,31,35
40,49,31,15,32,37
21,1,48,46,18,42
44,31,45,5,1,19
3,17,20,44,37,1
